motif_chr	motif_start	motif_end	motif	motif_score	motif_strand	tss_chr	tss_start	tss_end	tss_info	tss_score	tss_strand	TSS_id	oligo_reg_x	oligo_reg_y	enhancer_id	oligo_reg	unique_id
chr12	25539194	25539202	Atf1	11.5246	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539188	25539198	BHLHE40	10.1154	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539255	25539265	CEBPB	12.84	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539255	25539265	CEBPD	12.5385	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539204	25539216	ELF1	9.74545	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539204	25539214	ELK1	11.8085	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539204	25539214	ETS1	12.931	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539236	25539251	FOXA1	13.0408	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539240	25539252	Foxa2	12.13	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539210	25539228	NFYA	8.32927	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539216	25539231	NFYB	11.7115	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539188	25539199	NRF1	11.7091	-	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539238	25539251	POU2F2	13.8103	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	25539270	25539282	ZBTB7A	11.2714	+	chr12	25539181	25539296	Enhancer__chr12:25539082-25539407	0	+	chr12:25539082-25539407		chr12:25539182..25539296,+	chr12:25539082-25539407	chr12:25539182..25539296,+	WILDTYPE__Enhancer.flip.sense__chr12:25539182..25539296,+__1856.1.0.0
chr12	108956300	108956308	Atf1	11.2459	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956299	108956307	Atf3	12.3443	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956301	108956309	CREB1	13.5495	-	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956400	108956414	EGR1	12.7692	-	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956299	108956310	JUN	10.0408	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956376	108956387	NRF1	18.0727	-	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956410	108956414	RELA	15.5204	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956348	108956359	SP1	17.8077	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	108956394	108956406	YY1	19.75	+	chr12	108956299	108956414	protein_coding__p1@ISCU__chr12:108956355..108956403,+	0	+	chr12:108956355..108956403,+	chr12:108956300..108956414,+			chr12:108956300..108956414,+	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:108956300..108956414,+__1353.1.0.0
chr12	121454332	121454340	Atf1	11.2459	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454329	121454337	Atf3	11.918	+	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454335	121454345	BHLHE40	15.25	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454331	121454339	CREB1	13.5495	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454350	121454361	E2F4	11.2069	+	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454327	121454340	JUN	12.1837	+	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454283	121454293	RUNX3	11.5192	+	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454334	121454345	USF1	13.1224	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454334	121454345	USF2	11.2041	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454269	121454281	YY1	19.75	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454332	121454347	ZBTB33	10.5909	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr12	121454355	121454370	ZNF143	8.05172	-	chr12	121454255	121454370	protein_coding__p1@C12orf43__chr12:121454282..121454304,-	0	-	chr12:121454282..121454304,-	chr12:121454255..121454369,-			chr12:121454255..121454369,-	WILDTYPE_BUT_HAS_SNP__mrna.noflip.NA__chr12:121454255..121454369,-__1478.1.0.0
chr14	29299434	29299442	Atf1	11.4426	-	chr14	29299373	29299488	intergenic__p1@ENST00000548087,p1@ENST00000550122,p1@ENST00000550827,p1@ENST00000551588__chr14:29299437..29299470,+	0	+	chr14:29299437..29299470,+	chr14:29299374..29299488,+			chr14:29299374..29299488,+	WILDTYPE__Lincrna.noflip.NA__chr14:29299374..29299488,+__285.1.0.0
chr14	29299392	29299407	ZBTB33	12.7727	+	chr14	29299373	29299488	intergenic__p1@ENST00000548087,p1@ENST00000550122,p1@ENST00000550827,p1@ENST00000551588__chr14:29299437..29299470,+	0	+	chr14:29299437..29299470,+	chr14:29299374..29299488,+			chr14:29299374..29299488,+	WILDTYPE__Lincrna.noflip.NA__chr14:29299374..29299488,+__285.1.0.0
chr14	50053247	50053255	Atf1	11.2459	-	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	50053244	50053252	Atf3	14.3279	+	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	50053248	50053256	Atf3	12.3443	-	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	50053309	50053319	BHLHE40	10.0769	-	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	50053246	50053254	CREB1	13.5495	+	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	50053245	50053258	JUN	15.1224	-	chr14	50053215	50053330	antisense__p1@RN7SL1__chr14:50053273..50053297,+	0	+	chr14:50053273..50053297,+	chr14:50053216..50053330,+			chr14:50053216..50053330,+	WILDTYPE__Antisense.noflip.NA__chr14:50053216..50053330,+__289.1.0.0
chr14	55738847	55738855	Atf1	11.2459	+	chr14	55738761	55738876	div_lnc__p1@ENST00000556183__chr14:55738788..55738802,-	0	-	chr14:55738788..55738802,-	chr14:55738761..55738875,-			chr14:55738761..55738875,-	WILDTYPE__Antisense.noflip.NA__chr14:55738761..55738875,-__290.1.0.0
chr14	55738848	55738856	CREB1	13.5495	-	chr14	55738761	55738876	div_lnc__p1@ENST00000556183__chr14:55738788..55738802,-	0	-	chr14:55738788..55738802,-	chr14:55738761..55738875,-			chr14:55738761..55738875,-	WILDTYPE__Antisense.noflip.NA__chr14:55738761..55738875,-__290.1.0.0
chr16	54963147	54963155	Atf1	13.082	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963148	54963156	Atf3	12.3443	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963146	54963154	CREB1	11.4775	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963116	54963128	E2F1	10.4098	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963104	54963115	E2F4	13.0862	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963145	54963158	JUN	10.7551	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr16	54963157	54963164	SP1	17.0769	-	chr16	54963049	54963164	intergenic__p2@CRNDE__chr16:54963026..54963108,-	0	-	chr16:54963026..54963108,-	chr16:54963049..54963163,-			chr16:54963049..54963163,-	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr16:54963049..54963163,-__346.1.0.0
chr17	58603609	58603617	Atf1	13.0492	+	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603608	58603616	Atf3	11.918	+	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603610	58603618	CREB1	11.4775	+	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603580	58603594	EGR1	15.0769	-	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603606	58603619	JUN	9.204080000000001	+	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603583	58603594	SP1	17.8077	-	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603641	58603651	TEAD4	12.4194	-	chr17	58603568	58603683	div_pc__p1@APPBP2__chr17:58603568..58603610,-	0	-	chr17:58603568..58603610,-	chr17:58603568..58603682,-			chr17:58603568..58603682,-	WILDTYPE__mrna.flip.sense__chr17:58603568..58603682,-__1319.1.0.0
chr17	58603609	58603617	Atf1	13.0492	+	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603608	58603616	Atf3	11.918	+	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603610	58603618	CREB1	11.4775	+	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603590	58603594	EGR1	15.0769	-	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603606	58603619	JUN	9.204080000000001	+	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603590	58603594	SP1	17.8077	-	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	58603641	58603651	TEAD4	12.4194	-	chr17	58603590	58603705	div_lnc__p1@ENST00000558027,p1@ENST00000559739__chr17:58603637..58603676,+	0	+	chr17:58603637..58603676,+	chr17:58603591..58603705,+			chr17:58603591..58603705,+	WILDTYPE__Lincrna.flip.sense__chr17:58603591..58603705,+__368.1.0.0
chr17	73663278	73663286	Atf1	13.0492	+	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663277	73663285	Atf3	14.3279	+	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663328	73663341	NFYA	10.7561	+	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663334	73663341	NFYB	10.0385	-	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663226	73663236	RELA	8.836730000000001	-	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663299	73663316	SP4	10.7273	-	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr17	73663280	73663295	ZBTB33	10.7424	-	chr17	73663226	73663341	protein_coding__p1@RECQL5__chr17:73663245..73663282,-	0	-	chr17:73663245..73663282,-	chr17:73663226..73663340,-			chr17:73663226..73663340,-	WILDTYPE_BUT_HAS_SNP__mrna.flip.sense__chr17:73663226..73663340,-__1529.1.0.0
chr19	36036459	36036467	Atf1	11.2459	-	chr19	36036447	36036562	div_pc__p1@TMEM147__chr19:36036477..36036564,+	0	+	chr19:36036477..36036564,+	chr19:36036448..36036562,+			chr19:36036448..36036562,+	WILDTYPE__mrna.flip.sense__chr19:36036448..36036562,+__1170.1.0.0
chr19	36036458	36036466	CREB1	13.5495	+	chr19	36036447	36036562	div_pc__p1@TMEM147__chr19:36036477..36036564,+	0	+	chr19:36036477..36036564,+	chr19:36036448..36036562,+			chr19:36036448..36036562,+	WILDTYPE__mrna.flip.sense__chr19:36036448..36036562,+__1170.1.0.0
