seqID	numMotifs	numBPcovered	fragmentLength	fractionBPcovered
protein_coding__p1@C1orf187__chr1:11751748..11751798,+	80	86	115	0.7478261
protein_coding__p1@AGTRAP__chr1:11796177..11796241,+	57	64	115	0.5565217
Enhancer__chr1:11791882-11792060	27	90	115	0.7826087
protein_coding__p@chr1:11822244..11822266,+__chr1:11822244..11822266,+	37	90	115	0.7826087
protein_coding__p1@CLCN6__chr1:11866270..11866314,+	162	87	115	0.7565218
protein_coding__NA__chr1:11867220..11867234,-	10	40	115	0.3478261
protein_coding__NA__chr1:11908410..11908429,-	8	70	115	0.6086956
protein_coding__p1@NPPB__chr1:11918990..11919013,-	43	86	115	0.7478261
Enhancer__chr1:11942925-11943217	37	89	115	0.7739130
Enhancer__chr1:11954863-11954882	5	35	115	0.3043478
Enhancer__chr1:11968510-11969143	25	69	115	0.6000000
protein_coding__p1@KIAA2013__chr1:11986442..11986502,-	24	81	115	0.7043478
Enhancer__chr1:11990003-11990329	19	76	115	0.6608695
protein_coding__NA__chr1:11994632..11994639,+	8	59	115	0.5130435
protein_coding__p1@MFN2__chr1:12040482..12040514,+	24	72	115	0.6260870
protein_coding__p1@MIIP__chr1:12079517..12079595,+	14	79	115	0.6869565
Enhancer__chr1:12100563-12100930	27	85	115	0.7391304
protein_coding__p4@TNFRSF8__chr1:12123463..12123485,+	7	23	115	0.2000000
Enhancer__chr1:12112067-12112502	25	109	115	0.9478261
Enhancer__chr1:12114385-12114572	13	79	115	0.6869565
Enhancer__chr1:12210430-12211346	10	53	115	0.4608696
Enhancer__chr1:12213128-12213883	47	59	115	0.5130435
Enhancer__chr1:12217829-12218258	35	99	115	0.8608696
Enhancer__chr1:12221931-12222397	31	76	115	0.6608695
protein_coding__p1@TNFRSF1B__chr1:12227035..12227058,+	53	104	115	0.9043478
Enhancer__chr1:12225396-12225718	53	93	115	0.8086957
protein_coding__p1@VPS13D__chr1:12290063..12290118,+	15	64	115	0.5565217
Enhancer__chr1:12579035-12579403	34	57	115	0.4956522
intergenic__NA__chr1:12587730..12587731,+	50	66	115	0.5739130
Enhancer__chr1:12589452-12589763	45	70	115	0.6086956
Enhancer__chr1:12599928-12600179	26	65	115	0.5652174
Enhancer__chr1:12600525-12600853	46	58	115	0.5043478
Enhancer__chr1:12609717-12610039	42	79	115	0.6869565
Enhancer__chr1:12614115-12614248	22	95	115	0.8260869
Enhancer__chr1:12616547-12616769	21	93	115	0.8086957
protein_coding__p4@DHRS3__chr1:12677714..12677729,-	26	59	115	0.5130435
intergenic__p@chr1:12679100..12679121,-__chr1:12679100..12679121,-	72	93	115	0.8086957
Enhancer__chr1:12681925-12682190	22	65	115	0.5652174
Enhancer__chr1:12697437-12697451	41	82	115	0.7130435
protein_coding__NA__chr1:12704499..12704541,+	14	70	115	0.6086956
protein_coding__p1@AADACL3__chr1:12776111..12776121,+	27	58	115	0.5043478
protein_coding__p1@C1orf158__chr1:12806141..12806199,+	28	55	115	0.4782609
protein_coding__p1@PRAMEF1__chr1:12851545..12851549,+	14	63	115	0.5478261
intergenic__NA__chr1:12883043..12883057,-	25	80	115	0.6956522
protein_coding__NA__chr1:12916923..12916928,+	23	74	115	0.6434783
protein_coding__NA__chr1:12958123..12958124,-	23	52	115	0.4521739
div_lnc__NA__chr1:13839639..13839640,+	28	60	115	0.5217391
div_pc__p1@LRRC38__chr1:13840483..13840521,-	46	104	115	0.9043478
protein_coding__p1@PDPN__chr1:13910194..13910339,+	17	59	115	0.5130435
Enhancer__chr1:13949833-13950153	16	38	115	0.3304348
protein_coding__p2@PRDM2__chr1:14026671..14026705,+	42	89	115	0.7739130
Enhancer__chr1:14154959-14155163	25	78	115	0.6782609
Enhancer__chr1:14462881-14463117	13	65	115	0.5652174
Enhancer__chr1:14467397-14467540	19	68	115	0.5913044
Enhancer__chr1:14499266-14499635	12	71	115	0.6173913
Enhancer__chr1:14577059-14577154	11	41	115	0.3565217
Enhancer__chr1:14590335-14590448	23	92	115	0.8000000
Enhancer__chr1:14638404-14638703	13	51	115	0.4434783
Enhancer__chr1:14656585-14656699	10	48	115	0.4173913
Enhancer__chr1:14765058-14765382	9	63	115	0.5478261
Enhancer__chr1:14843752-14844090	31	75	115	0.6521739
Enhancer__chr1:14847084-14847328	30	62	115	0.5391304
Enhancer__chr1:14848264-14848527	5	41	115	0.3565217
Enhancer__chr1:14880204-14880538	86	72	115	0.6260870
Enhancer__chr1:14881549-14881921	21	72	115	0.6260870
protein_coding__p2@KAZN__chr1:14925173..14925196,+	22	51	115	0.4434783
div_lnc__NA__chr1:15478960..15478975,-	32	57	115	0.4956522
div_pc__p3@TMEM51__chr1:15479021..15479053,+	36	64	115	0.5565217
protein_coding__NA__chr1:15498138..15498155,-	13	74	115	0.6434783
protein_coding__p2@FHAD1__chr1:15573757..15573785,+	30	85	115	0.7391304
Enhancer__chr1:15570270-15570435	44	73	115	0.6347826
antisense__NA__chr1:15670356..15670380,-	9	66	115	0.5739130
div_lnc__p2@ENST00000427824__chr1:15735925..15735938,-	38	93	115	0.8086957
div_pc__p1@EFHD2__chr1:15736359..15736463,+	48	65	115	0.5652174
protein_coding__p1@CTRC__chr1:15764931..15764945,+	13	70	115	0.6086956
Enhancer__chr1:15762061-15762268	10	56	115	0.4869565
protein_coding__p1@CELA2A__chr1:15783222..15783229,+	12	28	115	0.2434783
protein_coding__p2@CELA2B__chr1:15792497..15792510,+	11	43	115	0.3739130
Enhancer__chr1:15781625-15781660	9	52	115	0.4521739
protein_coding__NA__chr1:15853044..15853057,-	20	64	115	0.5565217
protein_coding__p1@DNAJC16__chr1:15853325..15853413,+	100	56	115	0.4869565
protein_coding__p1@AGMAT__chr1:15911510..15911579,-	31	72	115	0.6260870
intergenic__NA__chr1:15930101..15930113,-	59	47	115	0.4086956
protein_coding__p1@DDI2__chr1:15943922..15943974,+	18	67	115	0.5826087
protein_coding__NA__chr1:15986367..15986395,+	7	46	115	0.4000000
intergenic__NA__chr1:16009526..16009527,-	24	49	115	0.4260870
protein_coding__p1@PLEKHM2__chr1:16010779..16010860,+	38	104	115	0.9043478
Enhancer__chr1:16007283-16007579	5	34	115	0.2956522
div_pc__p1@SLC25A34__chr1:16062768..16062798,+	70	78	115	0.6782609
div_lnc__NA__chr1:16063411..16063452,-	59	62	115	0.5391304
protein_coding__p1@TMEM82__chr1:16068987..16069031,+	47	112	115	0.9739130
intergenic__p1@ENST00000418525__chr1:16076122..16076138,-	14	48	115	0.4173913
protein_coding__p5@FBLIM1__chr1:16083098..16083119,+	41	82	115	0.7130435
Enhancer__chr1:16125579-16125747	33	88	115	0.7652174
Enhancer__chr1:16156384-16156536	23	81	115	0.7043478
Enhancer__chr1:16158409-16158760	13	77	115	0.6695652
div_pc__p1@SPEN__chr1:16174280..16174365,+	42	81	115	0.7043478
div_lnc__NA__chr1:16174621..16174639,-	26	44	115	0.3826087
protein_coding__p1@ZBTB17__chr1:16302565..16302605,-	25	55	115	0.4782609
protein_coding__p1@C1orf64__chr1:16330723..16330738,+	12	67	115	0.5826087
protein_coding__NA__chr1:16345329..16345364,+	26	47	115	0.4086956
protein_coding__NA__chr1:16346088..16346089,-	24	69	115	0.6000000
Enhancer__chr1:16339360-16339596	54	107	115	0.9304348
Enhancer__chr1:16364376-16364458	16	57	115	0.4956522
Enhancer__chr1:16366462-16366839	58	75	115	0.6521739
Enhancer__chr1:16366857-16367156	10	40	115	0.3478261
protein_coding__p1@CLCNKB__chr1:16370271..16370303,+	27	92	115	0.8000000
protein_coding__p1@FAM131C__chr1:16400086..16400153,-	79	93	115	0.8086957
Enhancer__chr1:16401814-16401932	34	76	115	0.6608695
Enhancer__chr1:16438237-16438733	78	72	115	0.6260870
Enhancer__chr1:16439002-16439355	34	70	115	0.6086956
Enhancer__chr1:16442572-16442804	50	102	115	0.8869565
div_lnc__p1@ENST00000424774__chr1:16481684..16481727,+	98	94	115	0.8173913
div_pc__p1@EPHA2__chr1:16482554..16482576,-	62	84	115	0.7304348
Enhancer__chr1:16489021-16489207	25	84	115	0.7304348
Enhancer__chr1:16499761-16499895	46	59	115	0.5130435
Enhancer__chr1:16500084-16500309	102	102	115	0.8869565
Enhancer__chr1:16502532-16502678	25	88	115	0.7652174
Enhancer__chr1:16508402-16508642	16	79	115	0.6869565
Enhancer__chr1:16511251-16511623	22	81	115	0.7043478
antisense__NA__chr1:16524599..16524600,+	21	58	115	0.5043478
protein_coding__p2@ARHGEF19__chr1:16539094..16539175,-	25	46	115	0.4000000
protein_coding__p1@RSG1__chr1:16563641..16563709,-	54	99	115	0.8608696
Enhancer__chr1:16553276-16553594	62	79	115	0.6869565
protein_coding__p1@FBXO42__chr1:16678914..16678989,-	82	87	115	0.7565218
protein_coding__NA__chr1:16679060..16679073,+	52	111	115	0.9652174
protein_coding__NA__chr1:16763868..16763905,-	36	87	115	0.7565218
protein_coding__p1@NECAP2__chr1:16767195..16767252,+	26	56	115	0.4869565
intergenic__NA__chr1:16788188..16788189,+	15	70	115	0.6086956
Enhancer__chr1:16825333-16826291	88	101	115	0.8782609
intergenic__NA__chr1:16841068..16841070,+	30	94	115	0.8173913
intergenic__NA__chr1:16847143..16847162,+	14	56	115	0.4869565
intergenic__NA__chr1:16862145..16862159,-	16	57	115	0.4956522
protein_coding__p1@NBPF1__chr1:16940002..16940105,-	15	47	115	0.4086956
Enhancer__chr1:16993628-16993842	16	49	115	0.4260870
Enhancer__chr1:17019394-17019738	142	95	115	0.8260869
Enhancer__chr1:17020007-17020088	22	37	115	0.3217391
Enhancer__chr1:17023723-17023998	19	70	115	0.6086956
Enhancer__chr1:17027024-17027386	33	77	115	0.6695652
antisense__p1@ENST00000457075,p1@uc001azs.1__chr1:17216143..17216182,-	30	56	115	0.4869565
antisense__p@chr1:17231278..17231298,-__chr1:17231278..17231298,-	17	57	115	0.4956522
antisense__NA__chr1:17305454..17305494,+	12	63	115	0.5478261
protein_coding__p1@MFAP2__chr1:17307102..17307157,-	13	47	115	0.4086956
protein_coding__p1@ATP13A2__chr1:17338386..17338460,-	12	56	115	0.4869565
protein_coding__p3@SDHB__chr1:17380630..17380644,-	34	74	115	0.6434783
Enhancer__chr1:17387354-17387523	24	83	115	0.7217391
protein_coding__p1@PADI2__chr1:17445939..17445954,-	43	98	115	0.8521739
Enhancer__chr1:17454855-17455288	56	63	115	0.5478261
Enhancer__chr1:17467941-17468133	24	67	115	0.5826087
Enhancer__chr1:17468262-17468618	46	62	115	0.5391304
Enhancer__chr1:17494378-17494745	46	67	115	0.5826087
Enhancer__chr1:17495208-17495390	6	32	115	0.2782609
intergenic__p1@ENST00000412427,p1@ENST00000539219__chr1:17516275..17516284,+	14	59	115	0.5130435
Enhancer__chr1:17518130-17518260	26	46	115	0.4000000
Enhancer__chr1:17518941-17519138	27	66	115	0.5739130
Enhancer__chr1:17525310-17525501	12	73	115	0.6347826
protein_coding__p1@PADI1__chr1:17531614..17531630,+	14	77	115	0.6695652
protein_coding__p1@PADI3__chr1:17575584..17575598,+	34	83	115	0.7217391
protein_coding__p1@PADI4__chr1:17634689..17634696,+	46	56	115	0.4869565
Enhancer__chr1:17719874-17719991	23	57	115	0.4956522
antisense__NA__chr1:17733256..17733257,+	35	87	115	0.7565218
protein_coding__p3@RCC2__chr1:17766198..17766232,-	83	94	115	0.8173913
Enhancer__chr1:17767804-17768710	22	38	115	0.3304348
Enhancer__chr1:17796675-17796982	16	67	115	0.5826087
protein_coding__p1@ARHGEF10L__chr1:17866172..17866262,+	48	98	115	0.8521739
Enhancer__chr1:17865185-17865523	32	48	115	0.4173913
intergenic__NA__chr1:18044149..18044172,+	27	77	115	0.6695652
Enhancer__chr1:18042899-18043112	6	35	115	0.3043478
protein_coding__p1@ACTL8__chr1:18081804..18081883,+	70	87	115	0.7565218
Enhancer__chr1:18186786-18187057	28	79	115	0.6869565
Enhancer__chr1:18200796-18200931	17	62	115	0.5391304
Enhancer__chr1:18373680-18373778	11	60	115	0.5217391
Enhancer__chr1:18376502-18376814	16	94	115	0.8173913
protein_coding__p2@IGSF21__chr1:18434245..18434256,+	45	91	115	0.7913043
antisense__NA__chr1:18505831..18505833,-	13	51	115	0.4434783
intergenic__NA__chr1:18712280..18712296,+	26	62	115	0.5391304
protein_coding__p1@KLHDC7A__chr1:18807498..18807518,+	14	58	115	0.5043478
Enhancer__chr1:18836920-18836958	9	77	115	0.6695652
Enhancer__chr1:18884159-18884499	10	43	115	0.3739130
protein_coding__p1@PAX7__chr1:18957333..18957375,+	25	84	115	0.7304348
Enhancer__chr1:19078001-19078369	44	80	115	0.6956522
protein_coding__NA__chr1:19186839..19186840,-	34	81	115	0.7043478
protein_coding__p3@ALDH4A1__chr1:19229248..19229270,-	21	98	115	0.8521739
protein_coding__NA__chr1:19247606..19247607,-	32	55	115	0.4782609
protein_coding__p1@IFFO2__chr1:19283116..19283132,-	15	41	115	0.3565217
Enhancer__chr1:19324821-19325090	11	67	115	0.5826087
Enhancer__chr1:19333976-19334220	13	80	115	0.6956522
Enhancer__chr1:19336477-19336714	16	60	115	0.5217391
Enhancer__chr1:19337577-19337942	30	67	115	0.5826087
Enhancer__chr1:19360402-19360809	21	58	115	0.5043478
div_pc__p1@UBR4__chr1:19536744..19536770,-	82	75	115	0.6521739
div_lnc__p2@ENST00000437898__chr1:19536982..19537032,+	56	89	115	0.7739130
protein_coding__p1@KIAA0090__chr1:19578005..19578041,-	60	102	115	0.8869565
protein_coding__p2@MRTO4__chr1:19578036..19578094,+	60	93	115	0.8086957
protein_coding__NA__chr1:19615629..19615630,-	8	46	115	0.4000000
protein_coding__p1@AKR7A2__chr1:19638566..19638643,-	56	86	115	0.7478261
protein_coding__p1@PQLC2__chr1:19638788..19638828,+	112	108	115	0.9391304
protein_coding__p1@CAPZB__chr1:19811996..19812048,-	42	104	115	0.9043478
Enhancer__chr1:19832322-19832519	15	70	115	0.6086956
Enhancer__chr1:19837772-19837831	24	78	115	0.6782609
Enhancer__chr1:19839147-19839427	24	54	115	0.4695652
div_lnc__NA__chr1:19923337..19923401,-	129	92	115	0.8000000
div_pc__p1@MINOS1,p2@NBL1__chr1:19923454..19923553,+	39	106	115	0.9217391
protein_coding__p1@MINOS1,p2@NBL1__chr1:19923454..19923553,+	39	106	115	0.9217391
protein_coding__p19@NBL1__chr1:19967014..19967020,+	17	45	115	0.3913043
protein_coding__p1@HTR6__chr1:19991353..19991397,+	47	95	115	0.8260869
protein_coding__p1@TMCO4__chr1:20126365..20126414,-	29	76	115	0.6608695
div_lnc__NA__chr1:20140898..20140905,+	38	69	115	0.6000000
div_pc__p1@RNF186__chr1:20141763..20141778,-	24	44	115	0.3826087
Enhancer__chr1:20164481-20164729	8	57	115	0.4956522
protein_coding__p1@OTUD3__chr1:20208870..20208938,+	20	86	115	0.7478261
Enhancer__chr1:20204786-20204981	50	74	115	0.6434783
protein_coding__NA__chr1:20250122..20250123,-	81	69	115	0.6000000
protein_coding__p4@PLA2G2A__chr1:20306920..20306936,-	42	41	115	0.3565217
Enhancer__chr1:20307927-20308140	17	61	115	0.5304348
Enhancer__chr1:20334929-20335259	27	73	115	0.6347826
protein_coding__p3@PLA2G5__chr1:20354880..20354902,+	16	66	115	0.5739130
protein_coding__p1@PLA2G2D__chr1:20446020..20446034,-	12	56	115	0.4869565
Enhancer__chr1:20452500-20452937	29	81	115	0.7043478
protein_coding__p1@PLA2G2F__chr1:20465805..20465824,+	46	100	115	0.8695652
intergenic__p2@ENST00000417884__chr1:20480704..20480708,+	11	15	115	0.1304348
protein_coding__NA__chr1:20501650..20501653,-	23	85	115	0.7391304
div_pc__p1@UBXN10__chr1:20512568..20512629,+	228	107	115	0.9304348
Enhancer__chr1:20505958-20506082	8	46	115	0.4000000
div_lnc__p2@ENST00000442226__chr1:20512958..20512978,-	38	80	115	0.6956522
intergenic__NA__chr1:20569558..20569571,+	19	56	115	0.4869565
protein_coding__NA__chr1:20617395..20617418,+	27	88	115	0.7652174
antisense__p1@ENST00000444923__chr1:20649744..20649772,-	41	85	115	0.7391304
Enhancer__chr1:20692088-20692242	32	63	115	0.5478261
Enhancer__chr1:20693127-20693202	30	84	115	0.7304348
intergenic__p1@LOC339505__chr1:20755657..20755668,-	7	17	115	0.1478261
Enhancer__chr1:20780827-20780970	3	17	115	0.1478261
Enhancer__chr1:20790470-20790828	22	73	115	0.6347826
Enhancer__chr1:20806851-20807214	23	104	115	0.9043478
protein_coding__p1@CAMK2N1__chr1:20812690..20812763,-	23	83	115	0.7217391
protein_coding__p1@MUL1__chr1:20834586..20834656,-	62	93	115	0.8086957
protein_coding__p1@FAM43B__chr1:20879008..20879084,+	2	3	115	0.0260870
protein_coding__p2@CDA__chr1:20915409..20915492,+	16	61	115	0.5304348
protein_coding__p1@PINK1__chr1:20959943..20959992,+	42	99	115	0.8608696
protein_coding__p3@DDOST__chr1:20987982..20988007,-	33	61	115	0.5304348
protein_coding__p7@KIF17__chr1:21044489..21044511,-	16	83	115	0.7217391
div_lnc__NA__chr1:21058960..21058979,+	26	54	115	0.4695652
div_pc__NA__chr1:21059316..21059335,-	16	41	115	0.3565217
antisense__NA__chr1:21069466..21069467,+	10	45	115	0.3913043
protein_coding__p1@HP1BP3__chr1:21113780..21113821,-	51	92	115	0.8000000
protein_coding__p1@EIF4G3__chr1:21503337..21503407,-	8	44	115	0.3826087
Enhancer__chr1:21510856-21510968	21	80	115	0.6956522
Enhancer__chr1:21514333-21514464	10	63	115	0.5478261
antisense__p1@LOC100506801__chr1:21619789..21619809,+	12	83	115	0.7217391
protein_coding__p1@ECE1__chr1:21671968..21672009,-	30	46	115	0.4000000
Enhancer__chr1:21724067-21724372	46	89	115	0.7739130
protein_coding__p1@NBPF3__chr1:21766588..21766637,+	10	68	115	0.5913044
protein_coding__p1@ALPL__chr1:21835908..21835926,+	46	96	115	0.8347826
intergenic__p1@ENST00000457706__chr1:21912975..21912983,+	20	79	115	0.6869565
Enhancer__chr1:21916510-21916997	54	96	115	0.8347826
Enhancer__chr1:21919503-21920062	40	66	115	0.5739130
Enhancer__chr1:21921090-21921447	61	89	115	0.7739130
protein_coding__p1@RAP1GAP__chr1:21995805..21995867,-	32	75	115	0.6521739
Enhancer__chr1:22002610-22002786	17	74	115	0.6434783
protein_coding__NA__chr1:22110099..22110121,-	43	73	115	0.6347826
protein_coding__NA__chr1:22138749..22138756,+	16	75	115	0.6521739
protein_coding__p1@HSPG2__chr1:22263793..22263811,-	45	86	115	0.7478261
Enhancer__chr1:22266159-22266438	4	31	115	0.2695652
Enhancer__chr1:22271031-22271143	19	83	115	0.7217391
Enhancer__chr1:22275479-22275551	10	51	115	0.4434783
protein_coding__p1@CELA3B__chr1:22303503..22303521,+	16	50	115	0.4347826
protein_coding__p1@CELA3A__chr1:22328144..22328155,+	27	71	115	0.6173913
Enhancer__chr1:22345590-22345859	25	103	115	0.8956522
intergenic__NA__chr1:22351438..22351451,-	40	68	115	0.5913044
intergenic__NA__chr1:22351651..22351689,+	50	79	115	0.6869565
protein_coding__p2@CDC42__chr1:22379158..22379177,+	31	73	115	0.6347826
Enhancer__chr1:22366226-22366841	11	68	115	0.5913044
Enhancer__chr1:22375194-22375332	52	58	115	0.5043478
intergenic__NA__chr1:22426537..22426540,+	7	43	115	0.3739130
protein_coding__NA__chr1:22470294..22470296,-	16	45	115	0.3913043
Enhancer__chr1:22503965-22504133	37	65	115	0.5652174
Enhancer__chr1:22534891-22535254	20	72	115	0.6260870
Enhancer__chr1:22599077-22599198	29	107	115	0.9304348
Enhancer__chr1:22611972-22612241	32	85	115	0.7391304
Enhancer__chr1:22647063-22647428	20	75	115	0.6521739
Enhancer__chr1:22651661-22651940	14	87	115	0.7565218
Enhancer__chr1:22692086-22692330	5	54	115	0.4695652
protein_coding__p1@ZBTB40__chr1:22778337..22778356,+	77	103	115	0.8956522
Enhancer__chr1:22863291-22863389	23	65	115	0.5652174
protein_coding__p1@EPHA8__chr1:22889953..22890005,+	45	110	115	0.9565217
protein_coding__p4@C1QA__chr1:22962948..22962961,+	35	92	115	0.8000000
protein_coding__p1@C1QC__chr1:22970119..22970135,+	16	82	115	0.7130435
protein_coding__NA__chr1:22979203..22979228,+	23	58	115	0.5043478
Enhancer__chr1:23003504-23003620	17	60	115	0.5217391
Enhancer__chr1:23035382-23035536	40	89	115	0.7739130
protein_coding__p1@EPHB2__chr1:23037323..23037338,+	16	83	115	0.7217391
intergenic__NA__chr1:23243227..23243228,+	22	69	115	0.6000000
protein_coding__NA__chr1:23291878..23291879,-	20	53	115	0.4608696
protein_coding__p1@LOC729059__chr1:23342340..23342349,-	13	63	115	0.5478261
protein_coding__p1@KDM1A__chr1:23345943..23346051,+	41	67	115	0.5826087
protein_coding__NA__chr1:23504293..23504305,-	10	56	115	0.4869565
protein_coding__NA__chr1:23521346..23521347,-	6	34	115	0.2956522
Enhancer__chr1:23523350-23523682	5	40	115	0.3478261
Enhancer__chr1:23542417-23542518	15	74	115	0.6434783
Enhancer__chr1:23570880-23571232	14	72	115	0.6260870
Enhancer__chr1:23589856-23590232	8	57	115	0.4956522
intergenic__NA__chr1:23613930..23613937,-	4	47	115	0.4086956
protein_coding__p1@HNRNPR__chr1:23670752..23670799,-	42	72	115	0.6260870
protein_coding__p3@C1orf213__chr1:23695475..23695490,+	30	67	115	0.5826087
protein_coding__p2@ZNF436__chr1:23696308..23696339,-	28	69	115	0.6000000
intergenic__NA__chr1:23705390..23705391,-	18	67	115	0.5826087
protein_coding__p1@TCEA3__chr1:23751189..23751255,-	93	113	115	0.9826087
protein_coding__NA__chr1:23811094..23811114,-	28	83	115	0.7217391
protein_coding__p1@E2F2__chr1:23857698..23857733,-	9	62	115	0.5391304
protein_coding__p1@ID3__chr1:23885981..23886002,-	27	89	115	0.7739130
Enhancer__chr1:23881180-23881765	142	84	115	0.7304348
Enhancer__chr1:23882500-23882866	10	69	115	0.6000000
Enhancer__chr1:23888678-23889201	20	56	115	0.4869565
Enhancer__chr1:23901938-23902056	10	82	115	0.7130435
protein_coding__NA__chr1:23907934..23907975,+	15	63	115	0.5478261
Enhancer__chr1:23977708-23977880	17	93	115	0.8086957
protein_coding__p2@RPL11__chr1:24018269..24018274,+	23	65	115	0.5652174
Enhancer__chr1:24058728-24059093	31	82	115	0.7130435
Enhancer__chr1:24063897-24064210	12	62	115	0.5391304
protein_coding__p5@TCEB3__chr1:24069642..24069646,+	21	91	115	0.7913043
div_lnc__p1@LOC100506963__chr1:24104755..24104793,-	120	84	115	0.7304348
div_pc__p1@PITHD1__chr1:24104869..24104918,+	124	78	115	0.6782609
protein_coding__p1@LYPLA2__chr1:24117627..24117659,+	64	63	115	0.5478261
protein_coding__p1@GALE__chr1:24127235..24127253,-	42	105	115	0.9130435
protein_coding__NA__chr1:24165107..24165115,-	33	73	115	0.6347826
protein_coding__p1@FUCA1__chr1:24194771..24194851,-	36	85	115	0.7391304
protein_coding__NA__chr1:24285547..24285566,-	66	80	115	0.6956522
protein_coding__p2@PNRC2__chr1:24285675..24285712,+	60	67	115	0.5826087
protein_coding__p2@SRSF10__chr1:24306835..24306868,-	11	69	115	0.6000000
Enhancer__chr1:24349340-24349488	12	42	115	0.3652174
antisense__NA__chr1:24393215..24393246,+	12	52	115	0.4521739
protein_coding__p1@MYOM3__chr1:24438618..24438632,-	8	41	115	0.3565217
