unique_id	wt_id	SNP	rna_1_wt_med	rna_2_wt_med	rna_3_wt_med	rna_4_wt_med	combined_wt_med	rna_1_snp_med	rna_2_snp_med	rna_3_snp_med	rna_4_snp_med	combined_snp_med	rna_1_l2fc	rna_2_l2fc	rna_3_l2fc	rna_4_l2fc	combined_l2fc	rna_1_pval	rna_2_pval	rna_3_pval	rna_4_pval	combined_pval	rna_1_padj	rna_2_padj	rna_3_padj	rna_4_padj	combined_padj	rna_1_sig	rna_2_sig	rna_3_sig	rna_4_sig	combined_sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.3.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.0.0	rs2201602	-0.835008960304539	-1.449939760611639	-1.419054639593018	-2.8000476416137063	-1.6260127505307256	-1.026907273826209	-1.262633395666245	-1.6395996130529369	-2.3562663871521816	-1.571351667424393	-0.19189831352167008	0.1873063649453941	-0.22054497345991897	0.4437812544615247	0.05466108310633244	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.3.1	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:213031405..213031519,-__51.1.0.0	rs3768554,rs2201601,rs12404942,rs2201602	-0.835008960304539	-1.449939760611639	-1.419054639593018	-2.8000476416137063	-1.6260127505307256	0.5210075693360756	-0.04496313978525239	-1.4272451410053142	-2.8477620094481018	-0.9497406802256482	1.3560165296406146	1.4049766208263867	-0.00819050141229627	-0.04771436783439542	0.6762720703050774	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	rs3008651	1.305851722151613	2.5425902621708705	3.3760865519777905	2.3402643664932663	2.391198225698385	1.4623315773772017	2.7157396583191344	3.4826505453303174	2.4050879393442415	2.516452430092724	0.1564798552255886	0.17314939614826397	0.10656399335252686	0.06482357285097518	0.12525420439433865	0.375513989452	0.265084565602	0.150801701171	0.188220673538	0.0761789076583	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.2.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	rs3008652	1.305851722151613	2.5425902621708705	3.3760865519777905	2.3402643664932663	2.391198225698385	1.4287479547799056	2.4621660463215744	2.7116498133532065	1.7976532364490003	2.100054262725922	0.12289623262829252	-0.08042421584929604	-0.664436738624584	-0.542611130044266	-0.29114396297246337	0.657696241675	0.333666485083	0.0327677521954	0.0120431385799	0.0196762149439	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.2.1	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:222763224..222763338,+__52.1.0.0	rs3008651,rs3008652	1.305851722151613	2.5425902621708705	3.3760865519777905	2.3402643664932663	2.391198225698385	1.0505285501056605	2.4770545850565453	2.724175480262461	1.8998206372928683	2.037894813179384	-0.25532317204595256	-0.06553567711432517	-0.6519110717153294	-0.440443729200398	-0.35330341251900127	0.0763307839553	0.270885072145	0.0468981580933	0.0601351299193	0.00420887756798	1	1	1	1	0.787060105212	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:22351918..22352032,+__53.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:22351918..22352032,+__53.1.0.0	rs61778042	2.349770094701115	3.5742210579026814	4.246389680299892	3.1871531043249988	3.339383484307172	2.071164501141901	3.3750777942871966	4.0040592718653265	3.0104655685836414	3.1151917839695162	-0.278605593559214	-0.19914326361548484	-0.24233040843456521	-0.17668753574135732	-0.22419170033765534	0.00919097005605	0.088148079887	0.0440018610392	0.840380101088	0.013551141204	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:231664267..231664381,-__56.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:231664267..231664381,-__56.1.0.0	rs554008873	0.011858564638827285	0.2795036724181705	1.1361781237256086	0.2898375716580588	0.42934448311016626	-1.1564941972478124	2.640160840278698	1.2221331713015462	1.4230140718539546	1.0322034715465964	-1.1683527618866396	2.3606571678605275	0.08595504757593764	1.1331765001958958	0.6028589884364304	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.0.0	rs643342	-2.260842701560091	-2.1210643031157064	-2.483447185528349	-2.001429197707295	-2.2166958469778604	-3.882861114678154	-3.0837644152015784	-2.8753977972254736	-2.037224681834573	-2.969812002234945	-1.622018413118063	-0.962700112085872	-0.39195061169712453	-0.035795484127278066	-0.7531161552570844	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.2.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.0.0	rs16843708	-2.260842701560091	-2.1210643031157064	-2.483447185528349	-2.001429197707295	-2.2166958469778604	-2.4552115177855542	-2.4575535514044495	-3.1895485642598107	-1.4905207377047849	-2.3982085927886496	-0.1943688162254631	-0.33648924828874316	-0.7061013787314616	0.51090846000251	-0.18151274581078947	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.2.1	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:234764949..234765063,+__58.1.0.0	rs643342,rs16843708	-2.260842701560091	-2.1210643031157064	-2.483447185528349	-2.001429197707295	-2.2166958469778604	-3.293264853169328	-2.401414270690567	-1.779111345001883	-1.1030461218668182	-2.1442091476821488	-1.0324221516092367	-0.2803499675748604	0.7043358405264661	0.8983830758404767	0.07248669929571144	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr1:239882369..239882483,-__61.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:239882369..239882483,-__61.1.0.0	rs12022014	-1.3556636688275572	0.13308019854468026	-0.12170043826528586	-1.2287964464026984	-0.6432700887377152	-3.3186467629518943	-2.5563340732796522	-2.88312439141033	-4.120014054091094	-3.2195298204332428	-1.9629830941243371	-2.6894142718243326	-2.761423953145044	-2.8912176076883953	-2.576259731695527	NA__not_enough_barcodes	0.0174727290303	0.00201342137527	0.136115392203	0.000222365071056	NA__not_enough_barcodes	1	1	1	0.148984597608	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr1:28975032..28975146,+__64.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:28975032..28975146,+__64.1.0.0	rs76909508	-4.4860477525869396	-2.8503632888364	-2.057498744167015	-3.1887162125303967	-3.1456564995301877	-3.9474945917451483	-2.2431685427136108	-2.319869252981364	-2.534196471447153	-2.7611822147218192	0.5385531608417913	0.6071947461227891	-0.2623705088143491	0.6545197410832437	0.38447428480836876	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr1:31191505..31191619,+__65.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:31191505..31191619,+__65.1.0.0	rs10914186	0.5594469702629522	1.3847058196994486	2.7087949512022824	1.6739862469211126	1.5817334970214487	-0.8596318055397927	2.44544989239579	1.4336965351710322	1.4713848663063978	1.122724872083357	-1.419078775802745	1.0607440726963415	-1.2750984160312502	-0.2026013806147149	-0.45900862493809214	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr1:37939973..37940087,-__71.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:37939973..37940087,-__71.1.0.0	rs75785507		1.0066934079870058	1.2265333010657677	0.11819117352777175	0.7838059608601817	2.8570092528718987	-0.6069564495408349	-1.9877525136223408	-0.6754104233346827	-0.10327753340648999		-1.6136498575278408	-3.2142858146881084	-0.7936015968624545	-1.8738457563594677	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.0.0	rs12095854	-1.260662617732613	-1.4359212363672895	0.30795305246554266	-1.7969716812735277	-1.0464006207269718	0.1418803073203738	-0.885990217477722	0.2582129648540321	-1.6403038649245811	-0.5315502025569743	1.4025429250529868	0.5499310188895675	-0.04974008761151055	0.15666781634894655	0.5148504181699975	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.2.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.0.0	rs12095856	-1.260662617732613	-1.4359212363672895	0.30795305246554266	-1.7969716812735277	-1.0464006207269718	-0.02251673955374117	-0.5670547811236276	-0.4591153152382889	0.6934403244005263	-0.08881162787878283	1.238145878178872	0.8688664552436619	-0.7670683677038316	2.490412005674054	0.9575889928481891	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.3.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.0.0	rs75689004	-1.260662617732613	-1.4359212363672895	0.30795305246554266	-1.7969716812735277	-1.0464006207269718	-0.5895548994642872	0.5564918968328012	-0.15259844599401629	-1.3600877402368474	-0.3864372972155874	0.6711077182683258	1.9924131332000907	-0.46055149845955895	0.43688394103668027	0.6599633235113844	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.3.1	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:3816890..3817004,+__72.1.0.0	rs12095854,rs12095856,rs75689004	-1.260662617732613	-1.4359212363672895	0.30795305246554266	-1.7969716812735277	-1.0464006207269718	-0.5830876570291326	-1.550880143892857	-0.10463541067671922	-0.8307664904862954	-0.767342425521251	0.6775749607034804	-0.11495890752556748	-0.4125884631422619	0.9662051907872323	0.27905819520572084	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr1:43312058..43312172,-__75.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:43312058..43312172,-__75.1.0.0	rs9988434	-0.7908007346918177	0.26499839372009715	1.4930600045039244	0.382213151169025	0.3373677036753072	-0.22082906373094274	0.5847462746959049	1.339388654055205	0.7281232742460693	0.6078572848165591	0.5699716709608749	0.31974788097580775	-0.1536713504487195	0.3459101230770443	0.2704895811412519	0.0374147936077	0.326996172605	0.288805731951	0.0548474154937	0.0141505620052	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:713977..714091,-__88.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:713977..714091,-__88.1.0.0	rs114983708	0.7096030885648335	2.5630509027646786	2.8888320394832583	1.9055399249053924	2.0167564889295404	1.2610633886540137	2.5329528027695867	3.256904527005183	2.038450371028941	2.272342772364431	0.5514603000891802	-0.030098099995091943	0.3680724875219248	0.13291044612354863	0.2555862834348904	0.757455001208	0.282745459933	0.957167318493	0.706946403854	0.883628006985	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:762867..762981,-__90.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:762867..762981,-__90.1.0.0	rs534930819	1.9504483298591044	3.407198457833468	3.813100464810814	2.9158009329935837	3.0216370463742424	2.015277662026652	3.028791696826555	3.8195173256913386	2.911935150305343	2.943880458712472	0.0648293321675475	-0.37840676100691306	0.0064168608805244	-0.003865782688240671	-0.07775658766177046	0.90381429355	0.0629305158311	0.747262025795	0.619326784864	0.644788901869	1	1	1	1	1	not sig	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.flip.sense__chr1:91317140..91317254,-__95.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.flip.sense__chr1:91317140..91317254,-__95.1.0.0	rs7538464	-0.5675809937411433	2.597753602597851	0.9954644136809928	0.7723546851819831	0.9494979269299209	-0.16184772665352568	1.6731944661014186	2.120588787131814	0.8519843911168916	1.1209799794241497	0.4057332670876177	-0.9245591364964325	1.1251243734508214	0.07962970593490848	0.17148205249422876	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.noflip.NA__chr1:93811262..93811376,-__97.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr1:93811262..93811376,-__97.1.0.0	rs6679630	-2.0937802742136	-0.8596938996709993	-0.9013992507162161	-0.5404961486897972	-1.0988423933226532	-1.9005410019295368	-1.2691046725882158	-1.380186885941793	-1.2717573961835456	-1.4553974891607728	0.19323927228406323	-0.4094107729172165	-0.4787876352255769	-0.7312612474937483	-0.3565550958381196	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.1.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.0.0	rs6679630	0.7371201409257764	2.2789454683937325	2.76413686594456	1.917363803488744	1.9243915696882032	0.19993268067207887	1.8729724204455591	3.0234354503928738	1.377487767616333	1.6184570797817113	-0.5371874602536975	-0.40597304794817335	0.25929858444831355	-0.5398760358724108	-0.305934489906492	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.2.0	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.0.0	rs6693904	0.7371201409257764	2.2789454683937325	2.76413686594456	1.917363803488744	1.9243915696882032	1.5477184283710639	2.261907446960324	1.4406639984982563	2.264127177751163	1.8786042628952018	0.8105982874452875	-0.017038021433408268	-1.3234728674463039	0.346763374262419	-0.045787306793001414	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_PLUS_HAPLO__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.2.1	WILDTYPE_BUT_HAS_SNP__Antisense.flip.sense__chr1:93811312..93811426,-__98.1.0.0	rs6679630,rs6693904	0.7371201409257764	2.2789454683937325	2.76413686594456	1.917363803488744	1.9243915696882032	0.956798490738382	0.7886059023360403	1.6397066006111092	0.5604919322325762	0.9864007314795269	0.2196783498126056	-1.4903395660576921	-1.124430265333451	-1.3568718712561676	-0.9379908382086763	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr1:98511745..98511859,-__102.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr1:98511745..98511859,-__102.1.0.0	rs552418648	-1.0315180912794295	-0.5833099846260568	0.4612523294719226	-0.3425352903516873	-0.3740277591963127	-2.9726837948949103	-0.5970168477787308	-0.22683955031060415	-0.5247191166117109	-1.080314827398989	-1.9411657036154808	-0.013706863152673998	-0.6880918797825267	-0.1821838262600236	-0.7062870682026763	NA__not_enough_barcodes	0.8931878581	0.248198866138	0.361218104761	0.547859450236	NA__not_enough_barcodes	1	1	1	1	NA__too_many_rep_NAs	not sig	not sig	not sig	not sig
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr10:102133304..102133418,+__103.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:102133304..102133418,+__103.1.0.0	rs568148902	-1.1135886629273597	-2.090869377533096	-3.111088270394792	-2.2637416177100222	-2.1448219821413175	-3.100394900760263	-3.562974467254407	-1.391530289730121	-2.4139530250967294	-2.61721317071038	-1.9868062378329032	-1.4721050897213108	1.719557980664671	-0.15021140738670713	-0.47239118856906254	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
WILDTYPE_SNP_INDIV__Lincrna.noflip.NA__chr10:10836906..10837020,-__106.1.1.0	WILDTYPE_BUT_HAS_SNP__Lincrna.noflip.NA__chr10:10836906..10837020,-__106.1.0.0	rs4749989	-3.0465541570609	-2.8889844710868915	-2.378493434687812	-3.1702999774194476	-2.8710830100637628	-3.682607304986012	-2.361675311428769	-2.477721180618976	-1.906505169038708	-2.6071272415181164	-0.6360531479251121	0.5273091596581225	-0.0992277459311639	1.2637948083807395	0.2639557685456465	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__not_enough_barcodes	NA__not_enough_barcodes	NA__no_active_tile	NA__not_enough_barcodes	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs	NA__too_many_rep_NAs
