oligo_reg	TSS_id	selected	PromType2
chr12:114404095..114404209,-	chr12:114404118..114404153,-	mRNA.gwas	protein_coding
chr12:58166359..58166473,+	chr12:58166431..58166451,+	mRNA.gwas	protein_coding
chr12:58166317..58166431,+	chr12:58166370..58166423,+	mRNA.gwas	protein_coding
chr2:160471915..160472029,+	chr2:160471937..160471981,-	mRNA.bidirec70-160	protein_coding
chr2:160471915..160472029,-	chr2:160471937..160471981,-	mRNA.bidirec70-160	protein_coding
chrX:131352063..131352177,-	chrX:131352092..131352114,-	mRNA.expmatch	protein_coding
chr17:20946342..20946456,-	chr17:20946371..20946389,-	mRNA.gwas	protein_coding
chr6:13574753..13574867,-	chr6:13574810..13574838,+	mRNA.expmatch	protein_coding
chr6:13574753..13574867,+	chr6:13574810..13574838,+	mRNA.expmatch	protein_coding
chr6:42946884..42946998,-	chr6:42946893..42946942,-	mRNA.gwas	protein_coding
chr6:42946923..42947037,-	chr6:42946947..42946965,-	mRNA.gwas	protein_coding
chr6:2988811..2988925,+	chr6:2988847..2988908,+	mRNA.expmatch	protein_coding
chr6:41888791..41888905,-	chr6:41888814..41888836,-	mRNA.expmatch	protein_coding
chr6:42928412..42928526,+	chr6:42928485..42928496,+	mRNA.gwas	protein_coding
chr2:238499697..238499811,-	chr2:238499725..238499747,-	mRNA.gwas	protein_coding
chr2:238499342..238499456,-	chr2:238499337..238499408,-	mRNA.gwas	protein_coding
chr11:61976065..61976179,+	chr11:61976137..61976152,+	mRNA.expmatch	protein_coding
chr17:10452902..10453016,-	chr17:10452929..10452946,-	mRNA.expmatch	protein_coding
chr20:62372641..62372755,+	chr20:62372706..62372740,+	mRNA.gwas	protein_coding
chr20:22566058..22566172,-	chr20:22566089..22566097,-	mRNA.gwas	protein_coding
chr19:50084511..50084625,+	chr19:50084561..50084603,+	mRNA.gwas	protein_coding
chr14:56046880..56046994,-	chr14:56046914..56046973,+	mRNA.bidirec70-160	protein_coding
chr14:56046880..56046994,+	chr14:56046914..56046973,+	mRNA.bidirec70-160	protein_coding
chrX:100663169..100663283,-	chrX:100663243..100663254,+	mRNA.expmatch	protein_coding
chrX:100663169..100663283,+	chrX:100663243..100663254,+	mRNA.expmatch	protein_coding
chr5:179125324..179125438,+	chr5:179125368..179125433,+	mRNA.gwas	protein_coding
chr1:19577983..19578097,-	chr1:19578005..19578041,-	mRNA.random	protein_coding
chr19:16582746..16582860,-	chr19:16582758..16582797,-	mRNA.gwas	protein_coding
chr2:219134825..219134939,-	chr2:219134822..219134898,-	mRNA.gwas	protein_coding
chr7:94285400..94285514,-	chr7:94285402..94285462,-	mRNA.random	protein_coding
chr22:30970575..30970689,-	chr22:30970588..30970622,-	mRNA.expmatch	protein_coding
chr17:20059305..20059419,+	chr17:20059358..20059401,+	mRNA.gwas	div_pc
chr17:20059257..20059371,+	chr17:20059323..20059342,+	mRNA.gwas	div_pc
chr7:124570002..124570116,+	chr7:124569991..124570044,-	mRNA.bidirec70-160	div_pc
chr7:124570002..124570116,-	chr7:124569991..124570044,-	mRNA.bidirec70-160	div_pc
chr7:128502797..128502911,+	chr7:128502871..128502882,+	mRNA.random	div_pc
chr7:131012532..131012646,-	chr7:131012606..131012617,+	mRNA.bidirec70-160	div_pc
chr7:131012532..131012646,+	chr7:131012606..131012617,+	mRNA.bidirec70-160	div_pc
chr2:192110125..192110239,+	chr2:192110199..192110210,+	mRNA.gwas	div_pc
chr2:177001228..177001342,+	chr2:177001290..177001315,+	mRNA.gwas	div_pc
chr15:40675065..40675179,+	chr15:40675132..40675210,+	mRNA.gwas	protein_coding
chr3:134204792..134204906,+	chr3:134204815..134204839,-	mRNA.gwas	protein_coding
chr3:134204792..134204906,-	chr3:134204815..134204839,-	mRNA.gwas	protein_coding
chr11:17756264..17756378,+	chr11:17756279..17756367,+	mRNA.expmatch	protein_coding
chr19:19431574..19431688,+	chr19:19431626..19431665,+	mRNA.random	protein_coding
chr19:45417885..45417999,+	chr19:45417959..45417970,+	mRNA.expmatch	protein_coding
chr6:168227511..168227625,+	chr6:168227552..168227609,+	mRNA.random	div_pc
chr22:50964836..50964950,-	chr22:50964849..50964903,-	mRNA.gwas	protein_coding
chr11:1892488..1892602,+	chr11:1892551..1892608,+	mRNA.gwas	protein_coding
chr11:2018415..2018529,-	chr11:2018440..2018456,-	lncRNA	intergenic
chr11:2017351..2017465,-	chr11:2017366..2017393,-	lncRNA	intergenic
chr11:2018948..2019062,-	chr11:2018977..2019048,-	lncRNA	intergenic
chr17:42992833..42992947,-	chr17:42992860..42992875,-	mRNA.random	protein_coding
chr5:132073203..132073317,-	chr5:132073210..132073275,-	mRNA.random	protein_coding
chr5:140027180..140027294,-	chr5:140027175..140027232,-	mRNA.gwas	protein_coding
chr1:145507529..145507643,-	chr1:145507587..145507615,+	mRNA.bidirec70-160	div_pc
chr1:145507529..145507643,+	chr1:145507587..145507615,+	mRNA.bidirec70-160	div_pc
chr17:4458644..4458758,-	chr17:4458616..4458712,-	mRNA.random	protein_coding
chr7:54826869..54826983,+	chr7:54826882..54826913,-	mRNA.bidirec70-160	div_pc
chr7:54826869..54826983,-	chr7:54826882..54826913,-	mRNA.bidirec70-160	div_pc
chr17:7211612..7211726,-	chr17:7211656..7211698,+	mRNA.expmatch	protein_coding
chr17:7211612..7211726,+	chr17:7211656..7211698,+	mRNA.expmatch	protein_coding
chr1:160147114..160147228,+	chr1:160147176..160147200,+	mRNA.expmatch	protein_coding
chr1:203155796..203155910,-	chr1:203155823..203155838,-	mRNA.gwas	protein_coding
chr12:29936810..29936924,-	chr12:29936836..29936881,-	mRNA.gwas	protein_coding
chr5:145562057..145562171,-	chr5:145562068..145562100,-	mRNA.expmatch	protein_coding
chr5:145562057..145562171,+	chr5:145562068..145562100,-	mRNA.expmatch	protein_coding
chr14:67831499..67831613,+	chr14:67831576..67831580,+	mRNA.expmatch	protein_coding
chr18:44702698..44702812,-	chr18:44702668..44702747,-	mRNA.gwas	protein_coding
chr12:46766548..46766662,+	chr12:46766577..46766587,-	mRNA.expmatch	protein_coding
chr12:46766548..46766662,-	chr12:46766577..46766587,-	mRNA.expmatch	protein_coding
chr10:5932135..5932249,+	chr10:5932174..5932236,+	mRNA.random	protein_coding
chr11:57004689..57004803,-	chr11:57004658..57004739,-	mRNA.random	protein_coding
chr11:61560036..61560150,-	chr11:61560053..61560091,-	mRNA.gwas	protein_coding
chr7:86781689..86781803,+	chr7:86781734..86781777,+	mRNA.bidirec70-160	div_pc
chr7:86781689..86781803,-	chr7:86781734..86781777,+	mRNA.bidirec70-160	div_pc
chr7:80231443..80231557,+	chr7:80231517..80231529,+	mRNA.gwas	protein_coding
chr7:105172602..105172716,+	chr7:105172676..105172691,+	mRNA.gwas	protein_coding
chr11:34535268..34535382,-	chr11:34535297..34535317,-	mRNA.expmatch	protein_coding
chr12:56122758..56122872,+	chr12:56122781..56122804,-	mRNA.bidirec70-160	div_pc
chr12:56122758..56122872,-	chr12:56122781..56122804,-	mRNA.bidirec70-160	div_pc
chr12:58026427..58026541,-	chr12:58026451..58026469,-	mRNA.expmatch	protein_coding
chr12:56661030..56661144,+	chr12:56661033..56661115,+	mRNA.expmatch	protein_coding
chr6:108616190..108616304,-	chr6:108616243..108616281,+	mRNA.expmatch	protein_coding
chr6:108616190..108616304,+	chr6:108616243..108616281,+	mRNA.expmatch	protein_coding
chr6:135818822..135818936,-	chr6:135818844..135818921,-	mRNA.bidirec70-160	div_pc
chr6:135818822..135818936,+	chr6:135818844..135818921,-	mRNA.bidirec70-160	div_pc
chr2:219432929..219433043,-	chr2:219432958..219432969,-	mRNA.gwas	protein_coding
chr2:219146811..219146925,-	chr2:219146839..219146878,-	mRNA.gwas	protein_coding
chr12:108956300..108956414,+	chr12:108956355..108956403,+	mRNA.random	protein_coding
chr13:76334724..76334838,+	chr13:76334798..76334809,+	mRNA.gwas	protein_coding
chr13:46785916..46786030,+	chr13:46785927..46785972,-	mRNA.expmatch	protein_coding
chr13:46785916..46786030,-	chr13:46785927..46785972,-	mRNA.expmatch	protein_coding
chr7:4998783..4998897,-	chr7:4998802..4998861,-	mRNA.random	protein_coding
chr2:160568937..160569051,+	chr2:160568978..160569064,+	mRNA.bidirec70-160	div_pc
chr2:160568937..160569051,-	chr2:160568978..160569064,+	mRNA.bidirec70-160	div_pc
chr8:11351839..11351953,+	chr8:11351905..11351925,+	control.eQTLprom	protein_coding
chr8:11351839..11351953,-	chr8:11351905..11351925,+	control.eQTLprom	protein_coding
chr9:130565498..130565612,+	chr9:130565568..130565617,+	mRNA.random	protein_coding
chr4:15964808..15964922,-	chr4:15964830..15964851,-	mRNA.gwas	protein_coding
chr11:82997017..82997131,-	chr11:82997046..82997059,-	mRNA.expmatch	div_pc
chr11:101454532..101454646,-	chr11:101454548..101454609,-	mRNA.gwas	protein_coding
chr11:118901547..118901661,-	chr11:118901559..118901621,-	mRNA.gwas	protein_coding
chr11:117747335..117747449,-	chr11:117747327..117747384,-	mRNA.random	protein_coding
chr15:66994644..66994758,+	chr15:66994718..66994729,+	mRNA.expmatch	protein_coding
chr1:100731714..100731828,+	chr1:100731749..100731816,+	mRNA.bidirec70-160	div_pc
chr1:100731714..100731828,-	chr1:100731749..100731816,+	mRNA.bidirec70-160	div_pc
chr2:40006352..40006466,-	chr2:40006357..40006421,-	mRNA.gwas	protein_coding
chr2:65454829..65454943,+	chr2:65454896..65454917,+	mRNA.expmatch	protein_coding
chr2:65454829..65454943,-	chr2:65454896..65454917,+	mRNA.expmatch	protein_coding
chr10:90967036..90967150,-	chr10:90967063..90967082,-	mRNA.gwas	protein_coding
chr10:51549473..51549587,+	chr10:51549546..51549557,+	mRNA.gwas	protein_coding
chr2:170440832..170440946,+	chr2:170440902..170440927,+	mRNA.random	protein_coding
chr2:209119760..209119874,+	chr2:209119779..209119816,-	mRNA.bidirec70-160	protein_coding
chr2:209119760..209119874,-	chr2:209119779..209119816,-	mRNA.bidirec70-160	protein_coding
chr4:89300004..89300118,+	chr4:89300072..89300089,+	mRNA.expmatch	protein_coding
chr4:121843969..121844083,-	chr4:121843985..121844024,-	mRNA.expmatch	protein_coding
chr4:109090053..109090167,-	chr4:109090075..109090095,-	mRNA.random	protein_coding
chr4:108910965..108911079,+	chr4:108911036..108911065,+	mRNA.gwas	protein_coding
chr4:110354902..110355016,-	chr4:110354960..110355030,+	mRNA.random	div_pc
chr4:110354902..110355016,+	chr4:110354960..110355030,+	mRNA.random	div_pc
chr12:32552716..32552830,+	chr12:32552770..32552839,+	mRNA.gwas	protein_coding
chr12:32655017..32655131,+	chr12:32655048..32655108,+	mRNA.expmatch	protein_coding
chr12:6809946..6810060,-	chr12:6809958..6809996,-	mRNA.random	protein_coding
chr12:100967382..100967496,-	chr12:100967420..100967502,+	mRNA.expmatch	protein_coding
chr12:100967382..100967496,+	chr12:100967420..100967502,+	mRNA.expmatch	protein_coding
chr12:110318198..110318312,-	chr12:110318226..110318244,-	mRNA.gwas	div_pc
chr13:29292978..29293092,-	chr13:29292956..29293026,-	mRNA.expmatch	protein_coding
chr12:53574395..53574509,+	chr12:53574418..53574448,-	mRNA.gwas	protein_coding
chr12:53574395..53574509,-	chr12:53574418..53574448,-	mRNA.gwas	protein_coding
chr12:53574426..53574540,-	chr12:53574464..53574539,+	mRNA.gwas	protein_coding
chr12:53574426..53574540,+	chr12:53574464..53574539,+	mRNA.gwas	protein_coding
chr14:58618880..58618994,-	chr14:58618896..58618939,-	mRNA.random	protein_coding
chr14:92413341..92413455,-	chr14:92413353..92413386,-	mRNA.expmatch	protein_coding
chr14:92414299..92414413,-	chr14:92414294..92414355,-	mRNA.gwas	protein_coding
chr15:40331342..40331456,-	chr15:40331356..40331387,-	mRNA.bidirec70-160	div_pc
chr15:40331342..40331456,+	chr15:40331356..40331387,-	mRNA.bidirec70-160	div_pc
chr15:40733258..40733372,+	chr15:40733329..40733375,+	mRNA.expmatch	protein_coding
chr15:40733258..40733372,-	chr15:40733329..40733375,+	mRNA.expmatch	protein_coding
chr15:77287415..77287529,+	chr15:77287491..77287507,+	mRNA.expmatch	protein_coding
chr15:77287609..77287723,+	chr15:77287682..77287705,+	mRNA.expmatch	protein_coding
chr15:78556407..78556521,+	chr15:78556480..78556510,+	mRNA.random	div_pc
chr15:88799375..88799489,-	chr15:88799384..88799430,-	mRNA.expmatch	protein_coding
chr15:91478435..91478549,+	chr15:91478493..91478551,+	mRNA.bidirec70-160	protein_coding
chr15:91478435..91478549,-	chr15:91478493..91478551,+	mRNA.bidirec70-160	protein_coding
chr16:2014792..2014906,+	chr16:2014810..2014835,-	mRNA.bidirec70-160	div_pc
chr16:2014792..2014906,-	chr16:2014810..2014835,-	mRNA.bidirec70-160	div_pc
chr16:2587909..2588023,+	chr16:2587980..2587994,+	mRNA.random	protein_coding
chr16:69166472..69166586,-	chr16:69166496..69166561,+	mRNA.expmatch	protein_coding
chr16:69166472..69166586,+	chr16:69166496..69166561,+	mRNA.expmatch	protein_coding
chr16:67840396..67840510,-	chr16:67840416..67840439,-	mRNA.expmatch	protein_coding
chr19:4791666..4791780,+	chr19:4791722..4791764,+	mRNA.random	div_pc
chr21:34697198..34697312,+	chr21:34697258..34697336,+	mRNA.gwas	protein_coding
chr19:49993961..49994075,+	chr19:49994008..49994050,+	mRNA.random	protein_coding
chr1:26503918..26504032,+	chr1:26503974..26504025,+	mRNA.random	protein_coding
chr1:21766575..21766689,+	chr1:21766641..21766686,+	mRNA.gwas	protein_coding
chr1:110009143..110009257,+	chr1:110009215..110009235,+	mRNA.gwas	protein_coding
chr1:110009111..110009225,+	chr1:110009150..110009197,+	mRNA.gwas	protein_coding
chr1:95285851..95285965,-	chr1:95285896..95285961,+	mRNA.bidirec70-160	div_pc
chr1:95285851..95285965,+	chr1:95285896..95285961,+	mRNA.bidirec70-160	div_pc
chr1:166944741..166944855,-	chr1:166944736..166944787,-	mRNA.gwas	protein_coding
chr1:176176611..176176725,+	chr1:176176630..176176659,-	mRNA.bidirec70-160	div_pc
chr1:176176611..176176725,-	chr1:176176630..176176659,-	mRNA.bidirec70-160	div_pc
chr1:156698181..156698295,-	chr1:156698247..156698293,+	mRNA.gwas	protein_coding
chr1:156698181..156698295,+	chr1:156698247..156698293,+	mRNA.gwas	protein_coding
chr1:156698202..156698316,+	chr1:156698181..156698263,-	mRNA.gwas	protein_coding
chr1:156698202..156698316,-	chr1:156698181..156698263,-	mRNA.gwas	protein_coding
chr1:156721990..156722104,+	chr1:156722015..156722034,-	mRNA.expmatch	protein_coding
chr1:156721990..156722104,-	chr1:156722015..156722034,-	mRNA.expmatch	protein_coding
chr1:179851151..179851265,+	chr1:179851224..179851247,+	mRNA.expmatch	div_pc
chr1:183605164..183605278,+	chr1:183605222..183605252,+	mRNA.gwas	protein_coding
chr1:150940574..150940688,-	chr1:150940599..150940628,-	mRNA.gwas	protein_coding
chr1:150946895..150947009,-	chr1:150946912..150946954,-	mRNA.expmatch	protein_coding
chr1:153957834..153957948,-	chr1:153957852..153957877,-	mRNA.expmatch	protein_coding
chr1:153939883..153939997,+	chr1:153939955..153940009,+	mRNA.expmatch	protein_coding
chr1:153939883..153939997,-	chr1:153939955..153940009,+	mRNA.expmatch	protein_coding
chr1:154193122..154193236,-	chr1:154193151..154193162,-	mRNA.random	protein_coding
chr2:264820..264934,+	chr2:264890..264906,+	mRNA.random	protein_coding
chr2:264820..264934,-	chr2:264890..264906,+	mRNA.random	protein_coding
chr1:204042163..204042277,+	chr1:204042233..204042249,+	mRNA.expmatch	protein_coding
chr1:204042163..204042277,-	chr1:204042233..204042249,+	mRNA.expmatch	protein_coding
chr2:73298418..73298532,-	chr2:73298446..73298468,-	mRNA.expmatch	protein_coding
chr2:99771457..99771571,+	chr2:99771527..99771552,+	mRNA.expmatch	protein_coding
chr2:136499246..136499360,+	chr2:136499305..136499381,+	mRNA.random	protein_coding
chr2:139259260..139259374,-	chr2:139259324..139259389,+	mRNA.bidirec70-160	div_pc
chr2:139259260..139259374,+	chr2:139259324..139259389,+	mRNA.bidirec70-160	div_pc
chr2:219433556..219433670,+	chr2:219433630..219433644,+	mRNA.gwas	protein_coding
chr2:219433517..219433631,+	chr2:219433588..219433608,+	mRNA.gwas	protein_coding
chr2:219433283..219433397,+	chr2:219433281..219433406,+	mRNA.gwas	protein_coding
chr3:29322482..29322596,+	chr3:29322542..29322572,+	mRNA.random	protein_coding
chr3:37903291..37903405,-	chr3:37903339..37903415,+	mRNA.bidirec70-160	div_pc
chr3:37903291..37903405,+	chr3:37903339..37903415,+	mRNA.bidirec70-160	div_pc
chr3:12838101..12838215,+	chr3:12838161..12838215,+	mRNA.random	protein_coding
chr3:187871524..187871638,+	chr3:187871598..187871620,+	mRNA.expmatch	div_pc
chr3:49459858..49459972,-	chr3:49459878..49459912,-	mRNA.random	div_pc
chr3:49449566..49449680,-	chr3:49449636..49449652,+	mRNA.gwas	protein_coding
chr3:49449566..49449680,+	chr3:49449636..49449652,+	mRNA.gwas	protein_coding
chr4:66536146..66536260,-	chr4:66536169..66536189,-	mRNA.bidirec70-160	div_pc
chr4:66536146..66536260,+	chr4:66536169..66536189,-	mRNA.bidirec70-160	div_pc
chr4:119606468..119606582,+	chr4:119606528..119606566,+	mRNA.random	protein_coding
chr5:57753082..57753196,-	chr5:57753101..57753152,-	mRNA.random	protein_coding
chr5:83016639..83016753,-	chr5:83016667..83016681,-	mRNA.gwas	protein_coding
chr5:70751371..70751485,+	chr5:70751445..70751456,+	mRNA.random	protein_coding
chr5:156390202..156390316,-	chr5:156390230..156390246,-	mRNA.gwas	protein_coding
chr6:49430931..49431045,-	chr6:49430886..49430988,-	mRNA.gwas	protein_coding
chr6:49430931..49431045,+	chr6:49430886..49430988,-	mRNA.gwas	protein_coding
chr7:100450297..100450411,-	chr7:100450328..100450398,+	mRNA.bidirec70-160	protein_coding
chr7:100450297..100450411,+	chr7:100450328..100450398,+	mRNA.bidirec70-160	protein_coding
chrX:6146870..6146984,-	chrX:6146876..6146924,-	mRNA.expmatch	protein_coding
chrX:70586130..70586244,+	chrX:70586140..70586218,+	mRNA.random	protein_coding
chrX:132887704..132887818,-	chrX:132887732..132887744,-	mRNA.expmatch	protein_coding
chr8:6264068..6264182,-	chr8:6264113..6264191,+	mRNA.bidirec70-160	div_pc
chr8:6264068..6264182,+	chr8:6264113..6264191,+	mRNA.bidirec70-160	div_pc
chr8:144660465..144660579,-	chr8:144660485..144660521,-	mRNA.gwas	div_pc
chr9:94124143..94124257,-	chr9:94124171..94124214,-	mRNA.random	protein_coding
chr9:116102499..116102613,-	chr9:116102530..116102548,-	mRNA.random	protein_coding
chr9:130853654..130853768,+	chr9:130853715..130853759,+	mRNA.expmatch	protein_coding
chr10:31608065..31608179,+	chr10:31608127..31608156,+	mRNA.bidirec70-160	protein_coding
chr10:31608065..31608179,-	chr10:31608127..31608156,+	mRNA.bidirec70-160	protein_coding
chr10:52645397..52645511,-	chr10:52645416..52645444,-	mRNA.gwas	protein_coding
chr10:52645352..52645466,-	chr10:52645379..52645393,-	mRNA.gwas	protein_coding
chr10:114710172..114710286,-	chr10:114710244..114710257,+	mRNA.expmatch	protein_coding
chr10:114710172..114710286,+	chr10:114710244..114710257,+	mRNA.expmatch	protein_coding
chr10:104597135..104597249,-	chr10:104597163..104597180,-	mRNA.gwas	protein_coding
chr10:135192695..135192809,+	chr10:135192740..135192780,+	mRNA.gwas	protein_coding
chr10:135192712..135192826,+	chr10:135192782..135192805,+	mRNA.gwas	protein_coding
chr10:121302190..121302304,-	chr10:121302195..121302245,-	mRNA.random	protein_coding
chr11:27528279..27528393,+	chr11:27528301..27528336,-	mRNA.bidirec70-160	div_pc
chr11:27528279..27528393,-	chr11:27528301..27528336,-	mRNA.bidirec70-160	div_pc
chr11:46958249..46958363,+	chr11:46958264..46958342,+	mRNA.gwas	protein_coding
chr11:110001649..110001763,+	chr11:110001723..110001732,+	mRNA.expmatch	protein_coding
chr11:118927851..118927965,-	chr11:118927880..118927891,-	mRNA.expmatch	protein_coding
chr11:125439321..125439435,+	chr11:125439386..125439406,+	mRNA.gwas	protein_coding
chr20:31331718..31331832,-	chr20:31331744..31331765,-	mRNA.random	protein_coding
chr13:51796427..51796541,+	chr13:51796497..51796517,+	mRNA.expmatch	protein_coding
chr11:44117148..44117262,+	chr11:44117219..44117240,+	mRNA.random	protein_coding
chr2:46844112..46844226,-	chr2:46844141..46844154,-	mRNA.random	protein_coding
chr11:129685665..129685779,+	chr11:129685736..129685754,+	mRNA.gwas	protein_coding
chr3:159557769..159557883,+	chr3:159557825..159557857,+	mRNA.expmatch	protein_coding
chr11:13984190..13984304,+	chr11:13984223..13984310,+	lncRNA	intergenic
