index	n_total_motifs	n_unique_motifs	max_cov	n_bp_cov	log_n_total_motifs	log_n_unique_motifs	log_max_cov	log_n_bp_cov
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr4:120988033..120988147,+__603.1.0.0	16	14	6	65	2.772588722239781	2.6390573296152584	1.791759469228055	4.174387269895637
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr4:174451533..174451647,+__618.1.0.0	48	32	23	80	3.871201010907891	3.4657359027997265	3.1354942159291497	4.382026634673881
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr4:90602576..90602690,+__650.1.0.0	12	12	5	75	2.4849066497880004	2.4849066497880004	1.6094379124341003	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:111496519..111496633,+__652.1.0.0	12	12	4	67	2.4849066497880004	2.4849066497880004	1.3862943611198906	4.204692619390966
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:180618810..180618924,+__679.1.0.0	11	11	9	75	2.3978952727983707	2.3978952727983707	2.1972245773362196	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:38468371..38468485,-__690.1.0.0	15	15	9	52	2.70805020110221	2.70805020110221	2.1972245773362196	3.9512437185814275
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:80597282..80597396,-__706.1.0.0	23	23	19	46	3.1354942159291497	3.1354942159291497	2.9444389791664403	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:80597330..80597444,-__708.1.0.0	41	25	19	73	3.713572066704308	3.2188758248682006	2.9444389791664403	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr5:98109106..98109220,-__722.1.0.0	12	11	10	39	2.4849066497880004	2.3978952727983707	2.302585092994046	3.6635616461296463
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr6:114317039..114317153,+__730.1.0.0	18	12	8	69	2.8903717578961645	2.4849066497880004	2.0794415416798357	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr6:147453054..147453168,-__734.1.0.0	14	14	9	59	2.6390573296152584	2.6390573296152584	2.1972245773362196	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr6:149353715..149353829,-__735.1.0.0	29	17	16	68	3.367295829986474	2.833213344056216	2.772588722239781	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr6:29716780..29716894,-__744.1.0.0	25	25	20	75	3.2188758248682006	3.2188758248682006	2.995732273553991	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr6:41513910..41514024,-__752.1.0.0	26	25	18	77	3.258096538021482	3.2188758248682006	2.8903717578961645	4.343805421853684
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:116594305..116594419,-__769.1.0.0	10	9	6	59	2.302585092994046	2.1972245773362196	1.791759469228055	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:1199934..1200048,+__771.1.0.0	35	26	26	76	3.5553480614894135	3.258096538021482	3.258096538021482	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:121944881..121944995,+__773.1.0.0	15	12	12	60	2.70805020110221	2.4849066497880004	2.4849066497880004	4.0943445622221
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:130792770..130792884,-__780.1.0.0	19	15	11	66	2.9444389791664403	2.70805020110221	2.3978952727983707	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:22602876..22602990,+__794.1.0.0	19	15	10	51	2.9444389791664403	2.70805020110221	2.302585092994046	3.9318256327243257
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:23720421..23720535,-__796.1.0.0	11	11	5	45	2.3978952727983707	2.3978952727983707	1.6094379124341003	3.8066624897703196
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:26415852..26415966,-__797.1.0.0	9	6	3	75	2.1972245773362196	1.791759469228055	1.0986122886681098	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:27224936..27225050,+__801.1.0.0	43	13	13	76	3.7612001156935624	2.5649493574615367	2.5649493574615367	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr7:29603237..29603351,-__803.1.0.0	7	6	3	42	1.9459101490553132	1.791759469228055	1.0986122886681098	3.7376696182833684
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:143808383..143808497,-__841.1.0.0	18	17	10	77	2.8903717578961645	2.833213344056216	2.302585092994046	4.343805421853684
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr8:96280983..96281097,+__884.1.0.0	94	28	28	76	4.543294782270004	3.332204510175204	3.332204510175204	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:119051004..119051118,-__888.1.0.0	3	3	2	21	1.0986122886681098	1.0986122886681098	0.6931471805599453	3.044522437723423
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:12814341..12814455,-__891.1.0.0	14	13	10	61	2.6390573296152584	2.5649493574615367	2.302585092994046	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:131486644..131486758,+__893.1.0.0	27	13	12	71	3.295836866004329	2.5649493574615367	2.4849066497880004	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:136890491..136890605,+__901.1.0.0	19	18	10	75	2.9444389791664403	2.8903717578961645	2.302585092994046	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:8858030..8858144,+__913.1.0.0	53	14	12	90	3.970291913552122	2.6390573296152584	2.4849066497880004	4.499809670330265
WILDTYPE_BUT_HAS_SNP__Antisense.noflip.NA__chr9:98638226..98638340,-__922.1.0.0	27	24	15	72	3.295836866004329	3.1780538303479458	2.70805020110221	4.276666119016055
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr10:30782546..30782660,+__1844.1.0.0	9	9	4	50	2.1972245773362196	2.1972245773362196	1.3862943611198906	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr10:30782567..30782681,-__2137.1.0.0	9	9	4	50	2.1972245773362196	2.1972245773362196	1.3862943611198906	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957771..109957885,-__2143.1.0.0	13	13	11	51	2.5649493574615367	2.5649493574615367	2.3978952727983707	3.9318256327243257
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr11:109957839..109957953,+__1850.1.0.0	19	18	15	37	2.9444389791664403	2.8903717578961645	2.70805020110221	3.6109179126442243
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr12:121714905..121715019,-__2146.1.0.0	53	45	43	100	3.970291913552122	3.8066624897703196	3.7612001156935624	4.605170185988092
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523521..70523635,-__2152.1.0.0	7	7	4	45	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.8066624897703196
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr13:70523606..70523720,+__1859.1.0.0	16	16	16	14	2.772588722239781	2.772588722239781	2.772588722239781	2.6390573296152584
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr14:102414536..102414650,+__1860.1.0.0	31	26	25	87	3.4339872044851463	3.258096538021482	3.2188758248682006	4.465908118654584
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr16:11734182..11734296,-__2163.1.0.0	26	25	15	75	3.258096538021482	3.2188758248682006	2.70805020110221	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr16:85202704..85202818,+__1874.1.0.0	97	58	54	111	4.574710978503383	4.060443010546419	3.9889840465642745	4.709530201312334
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr17:25416252..25416366,-__2170.1.0.0	10	10	6	52	2.302585092994046	2.302585092994046	1.791759469228055	3.9512437185814275
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr17:25416486..25416600,+__1877.1.0.0	20	20	13	102	2.995732273553991	2.995732273553991	2.5649493574615367	4.624972813284271
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr17:25821791..25821905,+__1768.1.0.0	18	17	11	62	2.8903717578961645	2.833213344056216	2.3978952727983707	4.127134385045092
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr17:9687985..9688099,-__2067.1.0.0	18	14	10	58	2.8903717578961645	2.6390573296152584	2.302585092994046	4.060443010546419
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr18:21417660..21417774,+__1953.1.0.0	27	27	27	36	3.295836866004329	3.295836866004329	3.295836866004329	3.58351893845611
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr18:21417670..21417784,-__2246.1.0.0	37	31	27	48	3.6109179126442243	3.4339872044851463	3.295836866004329	3.871201010907891
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr19:42037894..42038008,-__2293.1.0.0	19	18	14	81	2.9444389791664403	2.8903717578961645	2.6390573296152584	4.394449154672439
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:198625715..198625829,+__1831.1.0.0	8	5	4	39	2.0794415416798357	1.6094379124341003	1.3862943611198906	3.6635616461296463
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:203259616..203259730,-__2125.1.0.0	46	36	30	82	3.828641396489095	3.58351893845611	3.4011973816621555	4.406719247264253
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601309..209601423,-__2126.1.0.0	43	23	15	83	3.7612001156935624	3.1354942159291497	2.70805020110221	4.418840607796598
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:209601386..209601500,+__1833.1.0.0	25	21	15	61	3.2188758248682006	3.044522437723423	2.70805020110221	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr1:33446867..33446981,-__2132.1.0.0	25	23	12	72	3.2188758248682006	3.1354942159291497	2.4849066497880004	4.276666119016055
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr20:45989575..45989689,-__2185.1.0.0	34	33	29	61	3.5263605246161616	3.4965075614664802	3.367295829986474	4.110873864173311
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr20:45989631..45989745,+__1892.1.0.0	32	31	30	59	3.4657359027997265	3.4339872044851463	3.4011973816621555	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:39350132..39350246,-__2190.1.0.0	9	9	5	66	2.1972245773362196	2.1972245773362196	1.6094379124341003	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:39350183..39350297,+__1897.1.0.0	11	11	5	49	2.3978952727983707	2.3978952727983707	1.6094379124341003	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:41047707..41047821,-__2256.1.0.0	12	12	6	58	2.4849066497880004	2.4849066497880004	1.791759469228055	4.060443010546419
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr22:50978212..50978326,+__1898.1.0.0	19	14	10	56	2.9444389791664403	2.6390573296152584	2.302585092994046	4.02535169073515
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr2:241796855..241796969,-__2250.1.0.0	55	43	26	92	4.007333185232471	3.7612001156935624	3.258096538021482	4.5217885770490405
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr3:194298972..194299086,+__1900.1.0.0	21	17	10	69	3.044522437723423	2.833213344056216	2.302585092994046	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr4:122611996..122612110,-__2196.1.0.0	10	10	4	62	2.302585092994046	2.302585092994046	1.3862943611198906	4.127134385045092
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr5:131832624..131832738,-__2200.1.0.0	19	17	15	69	2.9444389791664403	2.833213344056216	2.70805020110221	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr5:131832669..131832783,+__1907.1.0.0	22	22	15	63	3.091042453358316	3.091042453358316	2.70805020110221	4.143134726391533
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr5:135309235..135309349,+__1909.1.0.0	17	17	11	59	2.833213344056216	2.833213344056216	2.3978952727983707	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr5:172199513..172199627,-__2203.1.0.0	21	19	18	70	3.044522437723423	2.9444389791664403	2.8903717578961645	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr5:25910701..25910815,-__2204.1.0.0	16	14	9	68	2.772588722239781	2.6390573296152584	2.1972245773362196	4.219507705176107
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr6:11299464..11299578,-__2264.1.0.0	46	39	22	58	3.828641396489095	3.6635616461296463	3.091042453358316	4.060443010546419
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr8:145026364..145026478,+__1918.1.0.0	22	14	8	59	3.091042453358316	2.6390573296152584	2.0794415416798357	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr8:59309383..59309497,-__2213.1.0.0	11	11	10	42	2.3978952727983707	2.3978952727983707	2.302585092994046	3.7376696182833684
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr9:140024178..140024292,+__1924.1.0.0	11	8	6	51	2.3978952727983707	2.0794415416798357	1.791759469228055	3.9318256327243257
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr9:140024186..140024300,-__2217.1.0.0	11	8	6	51	2.3978952727983707	2.0794415416798357	1.791759469228055	3.9318256327243257
WILDTYPE_BUT_HAS_SNP__Enhancer.flip.sense__chr9:36731622..36731736,-__2219.1.0.0	10	10	9	46	2.302585092994046	2.302585092994046	2.1972245773362196	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:121030597..121030711,-__2037.1.0.0	21	20	18	50	3.044522437723423	2.995732273553991	2.8903717578961645	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:121030665..121030779,+__1744.1.0.0	30	28	18	50	3.4011973816621555	3.332204510175204	2.8903717578961645	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:129862613..129862727,+__1745.1.0.0	16	11	7	70	2.772588722239781	2.3978952727983707	1.9459101490553132	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:17255060..17255174,-__2228.1.0.0	8	6	4	64	2.0794415416798357	1.791759469228055	1.3862943611198906	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:30831727..30831841,+__1845.1.0.0	13	13	6	54	2.5649493574615367	2.5649493574615367	1.791759469228055	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893812..3893926,+__1746.1.0.0	8	8	6	32	2.0794415416798357	2.0794415416798357	1.791759469228055	3.4657359027997265
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:3893845..3893959,-__2039.1.0.0	16	16	9	34	2.772588722239781	2.772588722239781	2.1972245773362196	3.5263605246161616
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633193..43633307,+__1936.1.0.0	20	20	17	59	2.995732273553991	2.995732273553991	2.833213344056216	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:43633199..43633313,-__2229.1.0.0	20	20	17	59	2.995732273553991	2.995732273553991	2.833213344056216	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:70805370..70805484,+__1747.1.0.0	15	15	5	59	2.70805020110221	2.70805020110221	1.6094379124341003	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397977..73398091,-__2041.1.0.0	18	18	13	57	2.8903717578961645	2.8903717578961645	2.5649493574615367	4.04305126783455
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73397988..73398102,+__1748.1.0.0	19	19	13	69	2.9444389791664403	2.9444389791664403	2.5649493574615367	4.23410650459726
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790766..73790880,-__2230.1.0.0	17	16	9	59	2.833213344056216	2.772588722239781	2.1972245773362196	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:73790800..73790914,+__1937.1.0.0	10	10	9	44	2.302585092994046	2.302585092994046	2.1972245773362196	3.784189633918261
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091836..74091950,-__2231.1.0.0	12	12	7	81	2.4849066497880004	2.4849066497880004	1.9459101490553132	4.394449154672439
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:74091890..74092004,+__1938.1.0.0	11	11	9	45	2.3978952727983707	2.3978952727983707	2.1972245773362196	3.8066624897703196
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046390..81046504,-__2232.1.0.0	11	11	5	43	2.3978952727983707	2.3978952727983707	1.6094379124341003	3.7612001156935624
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr10:81046410..81046524,+__1939.1.0.0	11	11	5	43	2.3978952727983707	2.3978952727983707	1.6094379124341003	3.7612001156935624
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:65244960..65245074,+__1989.1.0.0	60	47	24	100	4.0943445622221	3.8501476017100584	3.1780538303479458	4.605170185988092
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:65244968..65245082,-__2282.1.0.0	60	47	24	101	4.0943445622221	3.8501476017100584	3.1780538303479458	4.61512051684126
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:69453844..69453958,-__2233.1.0.0	25	23	21	73	3.2188758248682006	3.1354942159291497	3.044522437723423	4.290459441148391
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr11:69453865..69453979,+__1940.1.0.0	25	23	20	79	3.2188758248682006	3.1354942159291497	2.995732273553991	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:115106263..115106377,-__2234.1.0.0	21	9	5	66	3.044522437723423	2.1972245773362196	1.6094379124341003	4.189654742026425
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907699..124907813,-__2147.1.0.0	34	28	25	83	3.5263605246161616	3.332204510175204	3.2188758248682006	4.418840607796598
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:124907771..124907885,+__1854.1.0.0	28	25	25	84	3.332204510175204	3.2188758248682006	3.2188758248682006	4.430816798843313
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:24673490..24673604,-__2148.1.0.0	15	13	11	64	2.70805020110221	2.5649493574615367	2.3978952727983707	4.1588830833596715
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:52542521..52542635,+__2022.1.0.0	31	25	24	87	3.4339872044851463	3.2188758248682006	3.1780538303479458	4.465908118654584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:53268001..53268115,-__2235.1.0.0	24	21	19	54	3.1780538303479458	3.044522437723423	2.9444389791664403	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:56752816..56752930,+__1943.1.0.0	24	24	16	57	3.1780538303479458	3.1780538303479458	2.772588722239781	4.04305126783455
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:6291398..6291512,-__2237.1.0.0	21	21	20	59	3.044522437723423	3.044522437723423	2.995732273553991	4.07753744390572
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:69726870..69726984,+__1945.1.0.0	9	9	4	67	2.1972245773362196	2.1972245773362196	1.3862943611198906	4.204692619390966
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:89554519..89554633,+__1759.1.0.0	18	16	12	75	2.8903717578961645	2.772588722239781	2.4849066497880004	4.31748811353631
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:89554557..89554671,-__2052.1.0.0	16	16	10	79	2.772588722239781	2.772588722239781	2.302585092994046	4.3694478524670215
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr12:92996492..92996606,+__1992.1.0.0	22	22	12	50	3.091042453358316	3.091042453358316	2.4849066497880004	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050090..21050204,-__2239.1.0.0	30	28	14	95	3.4011973816621555	3.332204510175204	2.6390573296152584	4.553876891600541
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:21050140..21050254,+__1946.1.0.0	24	19	14	67	3.1780538303479458	2.9444389791664403	2.6390573296152584	4.204692619390966
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:24528318..24528432,-__2240.1.0.0	7	7	5	49	1.9459101490553132	1.9459101490553132	1.6094379124341003	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr13:31288941..31289055,+__1858.1.0.0	5	5	2	40	1.6094379124341003	1.6094379124341003	0.6931471805599453	3.6888794541139363
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159639..101159753,-__2241.1.0.0	17	17	11	74	2.833213344056216	2.833213344056216	2.3978952727983707	4.30406509320417
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:101159663..101159777,+__1948.1.0.0	27	24	19	76	3.295836866004329	3.1780538303479458	2.9444389791664403	4.330733340286331
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:55574540..55574654,-__2242.1.0.0	12	12	7	49	2.4849066497880004	2.4849066497880004	1.9459101490553132	3.8918202981106265
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:62070715..62070829,+__1863.1.0.0	10	10	4	54	2.302585092994046	2.302585092994046	1.3862943611198906	3.9889840465642745
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741656..75741770,-__2243.1.0.0	12	12	7	47	2.4849066497880004	2.4849066497880004	1.9459101490553132	3.8501476017100584
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr14:75741690..75741804,+__1950.1.0.0	13	13	4	70	2.5649493574615367	2.5649493574615367	1.3862943611198906	4.248495242049359
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr15:60547778..60547892,+__1763.1.0.0	29	25	14	50	3.367295829986474	3.2188758248682006	2.6390573296152584	3.912023005428146
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:2918201..2918315,-__2059.1.0.0	34	34	18	88	3.5263605246161616	3.5263605246161616	2.8903717578961645	4.477336814478207
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:3200555..3200669,-__2060.1.0.0	7	7	4	46	1.9459101490553132	1.9459101490553132	1.3862943611198906	3.828641396489095
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:66556179..66556293,+__1951.1.0.0	39	33	21	83	3.6635616461296463	3.4965075614664802	3.044522437723423	4.418840607796598
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:75410614..75410728,-__2245.1.0.0	21	21	9	80	3.044522437723423	3.044522437723423	2.1972245773362196	4.382026634673881
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr16:75410781..75410895,+__1952.1.0.0	19	19	14	38	2.9444389791664403	2.9444389791664403	2.6390573296152584	3.6375861597263857
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr17:46102652..46102766,+__1771.1.0.0	44	25	17	90	3.784189633918261	3.2188758248682006	2.833213344056216	4.499809670330265
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr17:7746118..7746232,+__2011.1.0.0	44	29	18	71	3.784189633918261	3.367295829986474	2.8903717578961645	4.2626798770413155
WILDTYPE_BUT_HAS_SNP__Enhancer.noflip.NA__chr18:11860123..11860237,-__2176.1.0.0	22	19	16	73	3.091042453358316	2.9444389791664403	2.772588722239781	4.290459441148391
